Open,High,Low,Close,Volume,Ticker,Change
8880,8880,8880,8880,600,PPH,-0.06427818756585879
8880,8880,8880,8880,500,PPH,0.0
8880,8880,8880,8880,0,PPH,0.0
9430,9430,9430,9430,100,PPH,0.061936936936936915
9430,9430,9430,9430,0,PPH,0.0
9490,9490,9490,9490,11300,PPH,0.006362672322375307
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9370,9430,9010,9430,2100,PPH,-0.006322444678609096
9190,9190,9190,9190,0,PPH,-0.02545068928950156
9190,9190,9190,9190,0,PPH,0.0
9190,9190,9190,9190,0,PPH,0.0
9190,9190,9190,9190,0,PPH,0.0
9190,9190,9190,9190,0,PPH,0.0
9530,9670,9490,9670,1300,PPH,0.052230685527747456
9530,9530,9530,9530,0,PPH,-0.014477766287487093
9530,9530,9530,9530,0,PPH,0.0
9060,9060,9060,9060,1700,PPH,-0.04931794333683104
9010,9490,9010,9490,5100,PPH,0.04746136865342154
9300,9300,9300,9300,0,PPH,-0.02002107481559534
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9300,9300,9300,9300,0,PPH,0.0
9190,9190,9010,9010,700,PPH,-0.03118279569892468
9060,9060,9060,9060,1300,PPH,0.005549389567147678
9120,9600,9120,9490,5300,PPH,0.04746136865342154
9730,9730,9730,9730,100,PPH,0.025289778714436162
9730,9730,9730,8880,1600,PPH,-0.0873586844809866
9490,9490,9060,9060,11000,PPH,0.020270270270270174
9430,9430,9430,9430,0,PPH,0.04083885209713034
9370,9370,9120,9120,2000,PPH,-0.0328738069989396
9120,9120,9120,9120,0,PPH,0.0
9120,9430,9120,9430,10200,PPH,0.033991228070175517
9490,9730,9490,9730,200,PPH,0.03181336161187698
9670,9670,9670,9670,6700,PPH,-0.006166495375128478
9670,9670,9670,9670,0,PPH,0.0
9670,9670,9670,9670,0,PPH,0.0
9670,9670,9670,9670,0,PPH,0.0
9670,9670,9670,9670,0,PPH,0.0
9840,9840,9840,9840,100,PPH,0.0175801447776629
9840,9840,9840,9840,0,PPH,0.0
9120,9120,8880,8880,1500,PPH,-0.09756097560975607
9730,9730,9730,9730,100,PPH,0.09572072072072069
9780,9780,9490,9490,3100,PPH,-0.02466598150051391
9490,9840,9490,9780,4700,PPH,0.030558482613277205
9840,9840,9840,9840,100,PPH,0.006134969325153339
9840,9840,9840,9840,0,PPH,0.0
9900,9900,9900,9900,300,PPH,0.0060975609756097615
9960,9960,9960,9960,100,PPH,0.0060606060606061
9190,9190,9190,9190,10000,PPH,-0.07730923694779113
9190,9190,9190,9190,0,PPH,0.0
9190,9190,9190,9190,0,PPH,0.0
9190,9190,9190,9300,2400,PPH,0.01196953210010876
9490,9730,9490,9730,3500,PPH,0.04623655913978486
9490,9490,9490,9490,0,PPH,-0.02466598150051391
9840,9840,9840,9840,200,PPH,0.03688092729188619
9490,9490,9490,9490,14000,PPH,-0.03556910569105687
9490,9840,9490,9840,800,PPH,0.03688092729188619
9490,9490,9490,9490,1000,PPH,-0.03556910569105687
9490,9780,9490,9490,2400,PPH,0.0
9780,9780,9490,9490,8400,PPH,0.0
9840,9840,9840,9840,100,PPH,0.03688092729188619
9490,9490,9490,9490,1000,PPH,-0.03556910569105687
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9730,9730,8880,8880,20300,PPH,-0.06427818756585879
8880,8880,8880,8880,400,PPH,0.0
9430,9430,8880,8880,29600,PPH,0.0
8880,8880,8880,8880,1500,PPH,0.0
9120,9120,9120,9120,200,PPH,0.027027027027026973
9430,9430,9430,9430,100,PPH,0.033991228070175517
8880,8880,8880,8880,4500,PPH,-0.05832449628844116
8600,8600,8600,8600,38100,PPH,-0.03153153153153154
9840,9840,9840,9840,100,PPH,0.1441860465116278
8880,8880,8880,8880,10000,PPH,-0.09756097560975607
8880,8880,8880,8880,0,PPH,0.0
8880,8880,8880,8880,0,PPH,0.0
8290,8290,8290,8290,600,PPH,-0.06644144144144148
8290,8290,8290,8290,0,PPH,0.0
8290,8290,8290,8290,0,PPH,0.0
8290,8290,8290,8290,0,PPH,0.0
8290,8290,8290,8290,0,PPH,0.0
9370,9430,9370,9430,200,PPH,0.13751507840772015
8950,8950,8290,8290,5100,PPH,-0.1208907741251326
9010,9010,9010,9010,100,PPH,0.08685162846803385
9010,9010,9010,9010,0,PPH,0.0
9010,9010,9010,9010,6,PPH,0.0
9010,9010,9010,9010,0,PPH,0.0
9960,9960,9960,9960,100,PPH,0.10543840177580477
9960,10000,9960,10000,1600,PPH,0.004016064257028162
9960,9960,9960,9960,0,PPH,-0.0040000000000000036
9960,9960,9960,9960,0,PPH,0.0
9960,9960,9960,9960,0,PPH,0.0
9960,9960,9960,9960,0,PPH,0.0
9960,9960,9960,9960,0,PPH,0.0
9960,8480,8480,8480,1500,PPH,-0.14859437751004012
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8600,8600,8600,8600,100,PPH,0.014150943396226356
8600,8600,8600,8600,200,PPH,0.0
8600,8600,8600,8600,0,PPH,0.0
8600,8600,8600,8600,0,PPH,0.0
8600,8600,8600,8600,0,PPH,0.0
9190,9190,9190,9190,100,PPH,0.06860465116279069
9060,9060,9010,9010,300,PPH,-0.019586507072905324
9060,9060,9060,9060,0,PPH,0.005549389567147678
9060,9060,9060,9060,100,PPH,0.0
8880,8880,8600,8880,4300,PPH,-0.019867549668874163
8600,8600,8600,8600,0,PPH,-0.03153153153153154
8600,8600,8600,8600,200,PPH,0.0
8650,8650,8600,8600,1800,PPH,0.0
8480,8480,8480,8480,400,PPH,-0.013953488372092981
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8480,8480,8480,8480,0,PPH,0.0
8360,8760,8360,8760,2600,PPH,0.03301886792452824
9010,9010,9010,9010,100,PPH,0.028538812785388057
9010,9010,9010,9010,4100,PPH,0.0
9370,9370,9370,9370,100,PPH,0.039955604883462836
9010,9010,9010,9010,500,PPH,-0.0384204909284952
9010,9010,9010,9010,0,PPH,0.0
9010,9010,9010,9010,900,PPH,0.0
9670,9670,9670,9670,100,PPH,0.07325194228634846
9670,9670,9670,9670,0,PPH,0.0
8240,8240,8240,8240,100,PPH,-0.1478800413650465
8360,8360,8290,8290,2700,PPH,0.0060679611650484855
8010,8010,8010,8010,100,PPH,-0.033775633293124274
8010,8010,8010,8010,0,PPH,0.0
8290,8880,8290,8880,5660,PPH,0.10861423220973787
8880,8880,8880,8880,0,PPH,0.0
9530,9730,9530,9730,2203,PPH,0.09572072072072069
9600,9730,9600,9730,5600,PPH,0.0
8880,8880,8880,8880,100,PPH,-0.0873586844809866
8880,8880,8880,8880,0,PPH,0.0
9490,9490,9490,9490,7233,PPH,0.06869369369369371
9780,9780,9780,9780,100,PPH,0.030558482613277205
9670,9670,9490,9490,6600,PPH,-0.029652351738241323
9490,9490,9490,9490,1100,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9490,9490,9490,9490,0,PPH,0.0
9900,10490,9490,9490,1300,PPH,0.0
9490,9490,9490,9490,4500,PPH,0.0
10370,10850,10370,10610,33800,PPH,0.11801896733403572
10850,10850,10370,10490,17120,PPH,-0.011310084825636224
10550,10550,10430,10430,6500,PPH,-0.0057197330791229906
10490,10670,10490,10550,7056,PPH,0.011505273250239645
10910,10910,10610,10610,5035,PPH,0.005687203791469253
10670,10670,10430,10490,14521,PPH,-0.011310084825636224
10500,10910,10370,10370,27206,PPH,-0.011439466158245981
10770,10770,9890,10500,3150,PPH,0.012536162005786
10640,10640,9690,9690,6480,PPH,-0.07714285714285718
10230,10230,9620,10100,1400,PPH,0.04231166150670784
9890,9890,9150,9210,4200,PPH,-0.08811881188118809
9150,10020,9150,10020,200,PPH,0.08794788273615639
9490,9490,9150,9490,2100,PPH,-0.05289421157684626
9420,9420,9420,9420,220,PPH,-0.00737618545837726
9020,9070,8060,8950,14590,PPH,-0.04989384288747345
8260,8260,7260,7780,19550,PPH,-0.13072625698324025
7460,8470,7460,8470,2600,PPH,0.0886889460154241
7520,7780,7520,7590,820,PPH,-0.10389610389610393
7930,8810,7930,8810,7720,PPH,0.16073781291172606
8610,8810,8530,8810,4325,PPH,0.0
9150,9150,8610,8610,200,PPH,-0.022701475595913734
9020,9020,8670,8670,2100,PPH,0.006968641114982521
8810,9210,8810,8870,800,PPH,0.023068050749711633
9020,9150,9020,9150,600,PPH,0.031567080045095786
9070,9210,8810,8950,9330,PPH,-0.021857923497267784
9210,9210,9020,9020,1500,PPH,0.007821229050279266
9210,9210,9020,9020,1400,PPH,0.0
9150,9150,8950,9020,12500,PPH,0.0
8950,9070,8950,9020,7300,PPH,0.0
8950,8950,8950,8950,500,PPH,-0.0077605321507761005
8870,9280,8870,9280,3501,PPH,0.036871508379888285
9490,9490,9350,9490,2500,PPH,0.022629310344827624
9490,9490,9490,9490,2000,PPH,0.0
9150,9150,9150,9150,11000,PPH,-0.035827186512118026
9150,9150,9150,9150,20196,PPH,0.0
9210,9280,9150,9280,3530,PPH,0.014207650273224015
9420,9490,9280,9490,2900,PPH,0.022629310344827624
9350,9350,9350,9350,1120,PPH,-0.01475237091675452
9350,9620,9350,9420,2802,PPH,0.007486631016042855
9620,9620,9420,9490,4100,PPH,0.007430997876857859
10020,10020,9620,9620,1804,PPH,0.013698630136986356
9890,9890,9890,9890,0,PPH,0.028066528066527985
9890,9890,9890,9890,0,PPH,0.0
9690,9690,9540,9540,5150,PPH,-0.03538928210313452
9490,9620,9490,9620,3500,PPH,0.008385744234800763
9540,9540,9540,9620,80,PPH,0.0
9490,9490,9420,9490,16520,PPH,-0.013513513513513487
9420,9620,9350,9620,14710,PPH,0.013698630136986356
9490,9540,9490,9540,300,PPH,-0.008316008316008316
9750,9890,9750,9830,13600,PPH,0.03039832285115307
9830,9960,9830,9960,13520,PPH,0.01322482197355046
9830,9960,9830,9960,2670,PPH,0.0
10160,10160,9830,9830,15129,PPH,-0.013052208835341417
9890,9960,9890,9960,300,PPH,0.01322482197355046
9830,9830,9830,9830,18600,PPH,-0.013052208835341417
9690,9690,9690,9690,2400,PPH,-0.014242115971515812
9690,9690,9620,9690,10200,PPH,0.0
9750,9750,9750,9750,1000,PPH,0.006191950464396356
9890,9890,9890,9890,100,PPH,0.014358974358974264
9890,10300,9890,9890,14320,PPH,0.0
9960,9960,9890,9890,5500,PPH,0.0
9890,10020,9890,9890,11030,PPH,0.0
10020,10020,10020,10020,500,PPH,0.013144590495449915
9890,9890,9890,9890,2200,PPH,-0.012974051896207595
10100,10100,9960,9960,3800,PPH,0.00707785642062686
10020,10020,10020,10020,6100,PPH,0.006024096385542244
10160,10160,10100,10100,12131,PPH,0.007984031936127733
10020,10100,10020,10100,310,PPH,0.0
10100,10100,10100,10100,800,PPH,0.0
10100,10100,10100,10100,0,PPH,0.0
10020,10100,10020,10100,531,PPH,0.0
10100,10100,10100,10100,1100,PPH,0.0
10160,10160,10160,10160,300,PPH,0.005940594059405946
10160,10160,10160,10160,0,PPH,0.0
10100,10100,10100,10100,300,PPH,-0.0059055118110236116
9830,10100,9830,10100,400,PPH,0.0
10160,10160,10160,10160,151,PPH,0.005940594059405946
9830,9890,9830,9890,15500,PPH,-0.026574803149606252
9890,9890,9890,9890,1000,PPH,0.0
10020,10020,10020,10020,300,PPH,0.013144590495449915
10020,10020,10020,10020,300,PPH,0.0
9890,9890,9830,9830,2900,PPH,-0.01896207584830334
9960,10020,9890,9890,20000,PPH,0.006103763987792554
9960,10160,9960,10020,30300,PPH,0.013144590495449915
10160,10370,10100,10160,18400,PPH,0.013972055888223478
10160,10160,10160,10160,300,PPH,0.0
10160,10160,10160,10160,3000,PPH,0.0
10500,10500,10300,10300,4500,PPH,0.013779527559055094
10300,10370,10300,10370,6500,PPH,0.006796116504854455
10500,10500,10500,10500,1500,PPH,0.012536162005786
10500,10500,10500,10500,1500,PPH,0.0
10500,10500,10500,10500,0,PPH,0.0
10500,10500,10160,10160,5600,PPH,-0.0323809523809524
10160,10370,10160,10370,6900,PPH,0.02066929133858264
10300,10370,10300,10370,15800,PPH,0.0
10500,10500,10500,10500,11800,PPH,0.012536162005786
10500,10570,10500,10570,1300,PPH,0.006666666666666599
10570,10640,10570,10640,2030,PPH,0.0066225165562914245
10840,10840,10840,10840,800,PPH,0.018796992481203034
10910,10910,10910,10910,330,PPH,0.0064575645756457245
10720,10840,10720,10720,2300,PPH,-0.01741521539871682
10770,10770,10770,10770,100,PPH,0.004664179104477695
10720,10840,10720,10770,12300,PPH,0.0
10840,10840,10640,10640,95230,PPH,-0.0120705663881151
10640,10640,10640,10640,101,PPH,0.0
10980,10980,10980,10980,100,PPH,0.03195488721804507
11050,11110,11050,11110,1500,PPH,0.011839708561020013
11110,11180,11050,11050,17010,PPH,-0.005400540054005365
11390,11450,11310,11310,31600,PPH,0.0235294117647058
11240,11870,11180,11870,8000,PPH,0.04951370468611849
11240,11390,11050,11050,12400,PPH,-0.06908171861836565
10980,11050,10840,11050,54210,PPH,0.0
11180,12200,11110,12200,300,PPH,0.10407239819004532
11520,11870,11520,11870,51300,PPH,-0.02704918032786885
11580,12200,11580,12200,390,PPH,0.02780117944397631
11920,12120,11920,12120,800,PPH,-0.006557377049180357
11990,12340,11920,11920,7100,PPH,-0.01650165016501648
11990,11990,11520,11520,4010,PPH,-0.03355704697986572
12120,12120,12120,12120,100,PPH,0.05208333333333326
12340,12340,12340,12340,100,PPH,0.018151815181518094
12120,12200,11790,12200,547,PPH,-0.011345218800648316
12260,12260,12260,12260,100,PPH,0.004918032786885185
11790,11790,11520,11520,4800,PPH,-0.06035889070146816
12200,12200,12200,12200,100,PPH,0.05902777777777768
11580,12200,11580,12200,200,PPH,0.0
12120,12120,12120,12120,100,PPH,-0.006557377049180357
11720,11720,11520,11520,8323,PPH,-0.04950495049504955
12050,12050,12050,12050,1010,PPH,0.04600694444444442
12050,12050,11650,11790,3900,PPH,-0.021576763485477213
11990,11990,11720,11720,9120,PPH,-0.00593723494486853
11520,11580,11520,11520,22000,PPH,-0.017064846416382284
11790,11870,11650,11790,9800,PPH,0.0234375
11790,11790,11790,11790,511,PPH,0.0
11990,11990,11720,11720,11800,PPH,-0.00593723494486853
11990,12810,11990,12730,24120,PPH,0.08617747440273038
13210,13210,12810,12810,10700,PPH,0.00628436763550666
13480,13480,12600,12870,9900,PPH,0.004683840749414525
13210,13560,12870,13480,31700,PPH,0.04739704739704731
13560,14910,13560,14910,29400,PPH,0.10608308605341255
14560,14560,13410,13560,15600,PPH,-0.0905432595573441
13810,14090,13280,14090,10700,PPH,0.039085545722713944
14230,14850,13810,14500,17000,PPH,0.02909865152590485
14230,14230,13900,13900,12200,PPH,-0.04137931034482756
15250,15250,13900,14560,25100,PPH,0.04748201438848931
13950,14230,13900,13950,30400,PPH,-0.04189560439560436
14560,14560,13610,13610,23710,PPH,-0.024372759856630788
13280,13280,12200,12200,32921,PPH,-0.10360029390154302
12200,12530,12200,12530,1900,PPH,0.02704918032786896
13410,13480,12340,12340,17500,PPH,-0.015163607342378316
12340,12870,12340,12870,700,PPH,0.04294975688816849
13210,13560,12940,13560,10400,PPH,0.053613053613053685
13900,13900,13210,13480,4400,PPH,-0.005899705014749235
13350,13410,13350,13410,6600,PPH,-0.005192878338278972
13480,13480,13210,13280,8100,PPH,-0.009694258016405666
13410,14430,13410,14430,12000,PPH,0.08659638554216875
14160,14160,14030,14160,6500,PPH,-0.018711018711018657
13480,14230,13480,14230,12510,PPH,0.004943502824858781
13900,14640,13900,14500,83600,PPH,0.018973998594518537
14370,14370,14030,14370,9800,PPH,-0.008965517241379284
14500,14500,14090,14160,25200,PPH,-0.014613778705636737
14230,14230,13810,14230,7900,PPH,0.004943502824858781
14030,14160,13900,14160,28900,PPH,-0.004919184820801115
14030,14370,13900,14030,28100,PPH,-0.00918079096045199
14090,14500,14090,14500,16229,PPH,0.03349964362081259
14370,14560,14290,14560,4800,PPH,0.004137931034482678
14560,15180,14500,14560,46800,PPH,0.0
15040,15040,14560,14640,48100,PPH,0.005494505494505475
14640,14910,14230,14910,18900,PPH,0.018442622950819665
14910,15380,14770,15040,161800,PPH,0.00871898054996656
15040,15590,14850,15180,110229,PPH,0.009308510638297962
15250,16600,14970,16600,121845,PPH,0.09354413702239794
16600,17630,16129,16600,127900,PPH,0.0
16540,16600,16129,16260,65100,PPH,-0.02048192771084334
16190,16940,15780,15780,140000,PPH,-0.029520295202952074
16460,16460,15920,16329,111200,PPH,0.03479087452471474
16129,16660,16129,16660,128400,PPH,0.020270684059036093
16660,16660,16190,16329,50400,PPH,-0.019867947178871526
16400,16400,15920,16329,47653,PPH,0.0
16260,16260,15780,16059,100000,PPH,-0.01653499908138889
15920,15980,15650,15780,59500,PPH,-0.017373435456753183
15780,17950,15780,17470,218700,PPH,0.10709759188846646
17410,18570,17410,17950,256300,PPH,0.027475672581568356
17950,18020,16940,17950,121174,PPH,0.0
17680,18430,17280,17750,164400,PPH,-0.011142061281337101
17880,19640,17470,19580,475100,PPH,0.10309859154929568
20260,20460,19640,19990,151714,PPH,0.02093973442288055
19920,19920,19240,19640,114300,PPH,-0.017508754377188573
19520,21210,19520,20460,217928,PPH,0.04175152749490829
20330,21340,19640,21000,58500,PPH,0.02639296187683282
20660,20660,20190,20330,81000,PPH,-0.03190476190476188
20330,20330,19860,20190,119600,PPH,-0.00688637481554355
19990,20120,19320,19640,135300,PPH,-0.02724120851906886
19520,19860,19440,19580,24346,PPH,-0.003054989816700604
19640,19640,19160,19160,61600,PPH,-0.021450459652706866
19370,19370,18770,18770,91500,PPH,-0.020354906054279698
18300,18970,18300,18700,40846,PPH,-0.0037293553542887548
18700,18970,18300,18630,61782,PPH,-0.0037433155080214275
18630,18630,16940,17950,90082,PPH,-0.036500268384326406
17950,18020,17830,18020,50700,PPH,0.003899721448467952
18020,18430,17750,18300,64810,PPH,0.015538290788013276
18020,18020,17140,17140,49902,PPH,-0.06338797814207653
17140,17280,16260,16940,83934,PPH,-0.011668611435239229
17140,17210,16260,16460,38600,PPH,-0.02833530106257376
16460,16790,16400,16600,29728,PPH,0.008505467800729027
16540,17950,16540,17680,58300,PPH,0.06506024096385543
17680,17680,17410,17410,29908,PPH,-0.015271493212669629
16940,18090,16880,17830,72400,PPH,0.024124066628374408
17880,17880,17410,17410,53700,PPH,-0.023555804823331417
17470,17470,16740,16880,74902,PPH,-0.030442274554853488
16940,16940,16329,16600,49700,PPH,-0.016587677725118488
16540,17630,16540,17140,29900,PPH,0.032530120481927716
17210,17280,16740,16740,46600,PPH,-0.023337222870478458
17000,17350,16740,17140,56560,PPH,0.0238948626045401
17000,17350,16940,17210,83300,PPH,0.0040840140023337135
17210,17410,17140,17140,29801,PPH,-0.004067402672864651
17210,17470,16940,17000,41700,PPH,-0.008168028004667427
17000,17140,16740,16940,50208,PPH,-0.003529411764705892
16940,16940,16740,16790,34900,PPH,-0.008854781582054327
16880,16940,16660,16880,46700,PPH,0.005360333531864159
16940,17280,16880,17070,61400,PPH,0.01125592417061605
17070,17280,16660,17070,122800,PPH,0.0
17000,18090,17000,17830,102110,PPH,0.04452255418863493
18230,18830,17630,17880,58758,PPH,0.0028042624789679227
17630,17880,17210,17470,38900,PPH,-0.022930648769574957
17350,18090,17210,17680,84910,PPH,0.01202060675443617
17630,17880,17410,17750,55800,PPH,0.0039592760180995334
16740,17630,16660,17630,103900,PPH,-0.006760563380281637
17410,18160,17350,18160,89800,PPH,0.03006239364719221
18320,18690,17880,18170,61900,PPH,0.0005506607929515184
18110,18110,17230,17830,113000,PPH,-0.01871216290588884
17610,17830,17230,17740,95200,PPH,-0.0050476724621424385
17610,17960,17230,17670,58100,PPH,-0.003945885005636973
17610,17610,17400,17530,34100,PPH,-0.007923033389926393
17450,17530,17400,17450,42000,PPH,-0.00456360524814603
17320,17530,17320,17530,43200,PPH,0.004584527220630408
17610,18960,17610,18540,215303,PPH,0.05761551625784378
18540,19400,18540,18690,129254,PPH,0.008090614886731462
18960,19040,18750,18820,78818,PPH,0.006955591225254132
18690,18820,18110,18750,66200,PPH,-0.0037194473963868546
18690,20110,18690,19260,311435,PPH,0.02719999999999989
19260,20110,19180,19550,221900,PPH,0.015057113187954219
19760,19760,18960,19180,70600,PPH,-0.01892583120204605
19180,19550,18390,18690,144200,PPH,-0.025547445255474477
18540,18540,17960,18260,85400,PPH,-0.02300695559122523
18260,18260,18040,18110,55640,PPH,-0.008214676889375716
18040,18690,18040,18390,33800,PPH,0.015461071231363865
18320,18320,18110,18110,38300,PPH,-0.015225666122892889
18170,18390,18170,18170,28500,PPH,0.00331308669243513
18110,18260,18040,18110,36901,PPH,-0.003302146395156802
18110,18320,17830,18320,84900,PPH,0.011595803423522844
17960,18110,17830,17960,35200,PPH,-0.01965065502183405
17960,17960,16590,16590,48900,PPH,-0.0762806236080178
16900,17670,16900,17170,36000,PPH,0.03496081977094634
17230,17880,17230,17610,17800,PPH,0.025626092020966773
17400,17450,16960,16960,52800,PPH,-0.03691084611016471
16960,16960,16020,16170,50200,PPH,-0.046580188679245293
18320,18320,16530,16660,13700,PPH,0.030303030303030276
16680,16750,16040,16170,44600,PPH,-0.02941176470588236
17410,17410,16550,16610,37900,PPH,0.027210884353741527
16610,17250,16610,17250,34400,PPH,0.03853100541842269
17040,17040,16040,16250,8700,PPH,-0.05797101449275366
16120,17110,16120,17110,12500,PPH,0.05292307692307685
17110,17250,16680,17190,7300,PPH,0.004675628287551081
17460,19630,17460,19630,405900,PPH,0.14194299011052935
19770,20630,19130,19260,304100,PPH,-0.01884870096790625
19770,22430,19770,22360,1072600,PPH,0.16095534787123578
22140,23810,22010,22430,484200,PPH,0.0031305903398926027
21570,22570,21140,21710,244600,PPH,-0.032099866250557274
22300,23310,22300,23020,256400,PPH,0.06034085674804235
24090,25540,23440,25080,441400,PPH,0.08948740225890539
25870,25870,23160,23510,134400,PPH,-0.06259968102073366
24450,25150,22300,23310,216800,PPH,-0.008507018290089374
24450,24450,22360,22800,53800,PPH,-0.02187902187902191
22720,22800,22010,22720,109800,PPH,-0.0035087719298245723
22510,23310,22220,23080,109700,PPH,0.015845070422535246
23350,26100,23350,26100,558300,PPH,0.13084922010398614
26390,26610,25960,25960,196600,PPH,-0.005363984674329525
26250,26250,25370,25810,98200,PPH,-0.005778120184899871
25810,25810,24640,25030,159100,PPH,-0.030220844633862876
24640,24870,24300,24730,140600,PPH,-0.011985617259288817
24640,25580,24640,25370,198900,PPH,0.025879498584714833
25030,25150,24140,24800,84300,PPH,-0.022467481277098966
24800,25030,24300,24350,74400,PPH,-0.01814516129032262
24510,25530,24300,24800,175300,PPH,0.01848049281314168
24640,25370,24640,25030,95200,PPH,0.0092741935483871
25030,26820,25030,26610,435800,PPH,0.06312425089892137
26680,27180,26250,26750,212100,PPH,0.005261180007515964
26820,27770,26820,27410,248600,PPH,0.024672897196261756
27480,28930,27480,28500,405900,PPH,0.03976650857351327
28500,30090,28500,29070,374700,PPH,0.020000000000000018
27560,29000,26100,27980,812600,PPH,-0.037495700034399726
27980,29370,27910,28650,299300,PPH,0.023945675482487383
28650,28850,27690,27770,268200,PPH,-0.030715532286212932
27770,27980,27180,27330,318900,PPH,-0.01584443644220379
27330,27330,26530,26680,349700,PPH,-0.023783388218075352
26890,27040,26460,27040,99400,PPH,0.013493253373313419
26970,27910,26970,27910,124300,PPH,0.03217455621301779
27770,27910,27330,27560,109600,PPH,-0.01254030813328555
27560,27620,27180,27330,172500,PPH,-0.00834542815674888
26890,27620,26890,27270,132000,PPH,-0.002195389681668547
27690,27690,26610,27560,222200,PPH,0.010634396773010701
27120,27480,26680,26890,140900,PPH,-0.02431059506531208
26890,27180,26460,27120,138000,PPH,0.008553365563406468
26820,26890,26610,26680,93500,PPH,-0.016224188790560423
26680,27120,26680,26890,66100,PPH,0.007871064467766198
26970,26970,26390,26750,172600,PPH,-0.005206396429899618
26610,26610,23190,26030,221500,PPH,-0.02691588785046728
25450,26100,24730,24730,142200,PPH,-0.04994237418363423
24730,26100,24640,25740,110100,PPH,0.04084108370400319
25740,25740,24640,25150,74400,PPH,-0.02292152292152294
24940,25670,24870,25530,75900,PPH,0.015109343936381636
25240,25580,24940,25300,21200,PPH,-0.009009009009009028
24510,25150,24510,24800,37800,PPH,-0.01976284584980237
24640,25370,24640,25080,69200,PPH,0.011290322580645107
25030,26100,25030,25670,57600,PPH,0.023524720893141948
25150,25740,24870,25580,44500,PPH,-0.0035060381768601268
25370,25580,24640,25150,29600,PPH,-0.016810007818608308
24300,24940,23780,24510,46400,PPH,-0.02544731610337969
23920,24510,23920,24350,23700,PPH,-0.006527947776417742
24640,25810,24640,25810,61400,PPH,0.05995893223819304
25580,25580,25030,25300,63500,PPH,-0.01975978302983339
25030,25370,24870,25030,34100,PPH,-0.01067193675889333
25080,25150,24640,24640,79700,PPH,-0.015581302437075562
24640,24940,24350,24940,89200,PPH,0.012175324675324672
24640,25030,24640,24800,37600,PPH,-0.005613472333600655
24730,25240,24730,24870,45500,PPH,0.0028225806451613877
24640,25740,24640,25300,88200,PPH,0.017289907519099312
25150,25370,24640,24640,63200,PPH,-0.02608695652173909
24640,24800,24510,24800,39600,PPH,0.006493506493506551
24590,24800,24300,24510,72900,PPH,-0.011693548387096797
24350,24350,21250,23570,97800,PPH,-0.03835169318645448
24000,24300,23190,23190,115600,PPH,-0.016122189223589323
23410,24870,23410,23570,10000,PPH,0.01638637343682614
23780,23780,23190,23570,19800,PPH,0.0
23570,23570,23190,23410,46000,PPH,-0.006788290199406077
23340,23570,23190,23410,17900,PPH,0.0
23570,23920,23190,23920,22400,PPH,0.021785561725758296
24060,24060,23340,24000,33700,PPH,0.0033444816053511683
24000,24140,23570,23570,45200,PPH,-0.017916666666666692
23630,23630,23190,23570,33300,PPH,0.0
23280,24440,23280,24350,93500,PPH,0.033092914722104405
24300,24300,23840,23840,30600,PPH,-0.02094455852156063
23410,23780,23410,23490,10900,PPH,-0.01468120805369133
23490,23920,22760,23190,61300,PPH,-0.012771392081736943
22490,23190,22490,22760,32800,PPH,-0.018542475204829656
22610,23190,22490,23190,11400,PPH,0.018892794376098365
22830,23190,21760,21760,30300,PPH,-0.061664510564898634
21970,22490,21760,21760,52900,PPH,0.0
21760,22340,21530,22100,14800,PPH,0.015625
22100,22830,22100,22830,15100,PPH,0.0330316742081449
22490,22700,22490,22490,5500,PPH,-0.014892685063512934
22610,22610,21760,21760,20900,PPH,-0.03245887060915964
21760,21760,21760,21760,1600,PPH,0.0
21760,22550,21760,21760,5600,PPH,0.0
22490,25030,22490,24140,85800,PPH,0.109375
24640,24730,23570,24140,36800,PPH,0.0
24640,24640,24300,24510,24400,PPH,0.015327257663628746
24300,24510,21760,24300,51400,PPH,-0.008567931456548328
24440,24510,24300,24350,56500,PPH,0.002057613168724215
24350,24440,24140,24140,29600,PPH,-0.008624229979466103
24210,24350,24060,24060,21200,PPH,-0.003314001657000798
23780,24210,23570,23920,31400,PPH,-0.005818786367414841
23920,24510,23630,24510,74000,PPH,0.02466555183946495
