Open,High,Low,Close,Volume,Ticker,Change,upper_band,lower_band
4694,4694,4694,4694,120,VNI,0.0,0.0,0.0
4413,4976,4413,4882,30,VNI,0.040051129100979965,0.0,0.0
4882,4882,4600,4694,380,VNI,-0.038508807865628825,0.0,0.0
4976,4976,4976,4976,10,VNI,0.06007669365147006,0.0,0.0
4694,4694,4694,4694,20,VNI,-0.05667202572347263,0.0,0.0
4694,4694,4694,4694,0,VNI,0.0,0.0,0.0
4413,4976,4413,4976,70,VNI,0.06007669365147006,0.0,0.0
4976,4976,4976,4976,0,VNI,0.0,0.0,0.0
4694,5258,4694,5258,180,VNI,0.05667202572347274,0.0,0.0
5539,5539,5070,5070,20,VNI,-0.03575503993914031,0.0,0.0
5352,5352,5352,5352,20,VNI,0.0556213017751479,0.0,0.0
5633,5633,5258,5258,50,VNI,-0.017563527653213784,0.0,0.0
4976,5539,4976,5539,20,VNI,0.05344237352605563,0.0,0.0
5164,5164,5164,5164,10,VNI,-0.06770175121863153,0.0,0.0
4976,4976,4976,4976,10,VNI,-0.03640588690937263,0.0,0.0
4976,4976,4976,4976,0,VNI,0.0,0.0,0.0
4976,4976,4976,4976,0,VNI,0.0,0.0,0.0
5258,5258,4694,4694,20,VNI,-0.05667202572347263,0.0,0.0
4694,4694,4694,4694,0,VNI,0.0,0.0,0.0
4413,4976,4413,4694,50,VNI,0.0,0.0,0.0
4694,4694,4694,4694,0,VNI,0.0,5456.435189830832,4467.264810169168
4882,4882,4882,4882,10,VNI,0.040051129100979965,5456.435189830832,4467.264810169168
4600,4600,4600,4600,20,VNI,-0.05776321179844324,5463.474510566099,4450.825489433901
4319,4319,4319,4319,30,VNI,-0.06108695652173912,5501.728818123931,4346.871181876069
4600,4600,4037,4037,510,VNI,-0.06529289187311882,5581.348680966995,4201.551319033005
4037,4037,4037,4037,0,VNI,0.0,5639.537487895158,4077.662512104843
4037,4037,4037,4037,0,VNI,0.0,5667.976403890478,3955.323596109521
4037,4037,4037,4037,0,VNI,0.0,5680.719672277838,3848.6803277221616
4037,4037,4037,4037,0,VNI,0.0,5642.491898298109,3764.80810170189
4037,4037,4037,4037,0,VNI,0.0,5617.813232462673,3686.186767537327
4037,4037,4037,4037,0,VNI,0.0,5531.315050671115,3641.1849493288846
3755,4319,3755,4319,1190,VNI,0.06985385187020055,5438.391563746428,3640.2084362535725
4037,4037,4037,4037,10,VNI,-0.06529289187311882,5261.938453379299,3666.4615466207006
3755,3755,3755,3755,80,VNI,-0.06985385187020066,5180.631662005156,3606.8683379948443
3568,3568,3568,3568,8240,VNI,-0.04980026631158452,5140.6184442703,3506.081555729701
3380,3380,3380,3380,100,VNI,-0.05269058295964124,5101.015445367914,3386.084554632086
3380,3380,3380,3380,0,VNI,0.0,5030.711331317605,3296.788668682395
3286,3286,3192,3192,1640,VNI,-0.0556213017751479,5016.92178670904,3160.37821329096
3004,3004,3004,3004,420,VNI,-0.05889724310776945,5001.712484258502,3006.5875157414985
2816,2816,2816,2816,1050,VNI,-0.06258322237017311,4981.241853377042,2839.2581466229576
3004,3004,2816,2816,12760,VNI,0.0,4924.672385409584,2708.0276145904154
2816,3004,2816,2816,4100,VNI,0.0,4789.48531621737,2636.61468378263
2816,2816,2629,2629,70,VNI,-0.06640625,4708.831485428427,2520.168514571573
2723,2723,2723,2723,10,VNI,0.03575503993914042,4644.5556843121485,2424.8443156878516
2723,2723,2723,2723,0,VNI,0.0,4607.342654915464,2330.6573450845362
2910,2910,2910,2910,10,VNI,0.06867425633492474,4544.50427949007,2280.79572050993
2910,2910,2910,2910,120,VNI,0.0,4470.284577990191,2242.315422009809
2816,2816,2816,2816,230,VNI,-0.03230240549828178,4386.931066062787,2203.568933937213
2816,2816,2816,2816,0,VNI,0.0,4289.072807498602,2179.327192501398
3004,3004,2629,2910,560,VNI,0.03338068181818188,4173.931778771192,2181.7682212288078
2816,2816,2723,2723,1630,VNI,-0.06426116838487972,4044.170874229747,2180.1291257702533
2910,2910,2535,2816,1040,VNI,0.03415350716121934,3793.5159614971653,2280.4840385028347
2816,2816,2629,2629,20,VNI,-0.06640625,3587.715577006389,2345.4844229936107
2629,2723,2629,2723,330,VNI,0.03575503993914042,3427.53058445324,2402.46941554676
2723,2910,2723,2910,200,VNI,0.06867425633492474,3298.1302392855346,2466.0697607144652
2723,2816,2723,2723,1030,VNI,-0.06426116838487972,3201.735957167061,2496.764042832939
2629,2910,2535,2723,9830,VNI,0.0,3074.8154794124744,2557.984520587526
2723,3098,2723,3098,1330,VNI,0.13771575468233577,3044.7983483424514,2578.6016516575482
2910,2910,2910,2910,10,VNI,-0.060684312459651335,3027.8691920571514,2586.1308079428486
2723,2723,2723,2723,10,VNI,-0.06426116838487972,3026.161773595534,2578.5382264044656
2723,2816,2535,2535,2560,VNI,-0.06904149834741091,3040.411165956565,2536.1888340434352
2441,2629,2441,2629,120,VNI,0.037080867850098675,3039.9714359013037,2517.928564098696
2723,2723,2723,2723,10,VNI,0.03575503993914042,3036.9737256949666,2530.3262743050336
2723,2723,2723,2723,0,VNI,0.0,3036.9737256949666,2530.3262743050336
2535,2723,2535,2723,1300,VNI,0.0,3036.9737256949666,2530.3262743050336
2535,2535,2535,2535,730,VNI,-0.06904149834741091,3033.114764694225,2496.685235305775
2441,2441,2441,2441,740,VNI,-0.037080867850098564,3035.577506364125,2447.3224936358747
2347,2535,2347,2347,4250,VNI,-0.038508807865628825,3056.109449734813,2379.890550265187
2253,2347,2253,2347,1570,VNI,0.0,3065.664254644009,2323.4357453559915
